G_NO_LESSON | 0 | art | Game="Формы предметов ⬜"
G_NO_LESSON | 4 | history | Game="Ярослав Мудрый"
G_NO_LESSON | 4 | history | Game="Культура Древней Руси"
G_NO_LESSON | 4 | history | Game="Нашествие монголов"
G_NO_LESSON | 4 | history | Game="Борьба с игом"
G_NO_LESSON | 4 | history | Game="Куликовская битва"
G_NO_LESSON | 4 | history | Game="Освобождение от ига"
L_NO_GAME | 4 | history | Lesson="История России"
G_NO_LESSON | 4 | informatics | Game="Знакомство с клавиатурой"
G_NO_LESSON | 4 | informatics | Game="Слепая печать"
G_NO_LESSON | 4 | informatics | Game="Специальные клавиши"
G_NO_LESSON | 4 | informatics | Game="Русская и английская раскладка"
G_NO_LESSON | 4 | informatics | Game="Графический редактор Paint"
G_NO_LESSON | 4 | informatics | Game="Инструменты рисования"
G_NO_LESSON | 4 | informatics | Game="Геометрические фигуры"
G_NO_LESSON | 4 | informatics | Game="Редактирование рисунка"
G_NO_LESSON | 4 | informatics | Game="Правила безопасного интернета"
G_NO_LESSON | 4 | informatics | Game="Поиск информации"
G_NO_LESSON | 4 | informatics | Game="Создание текстовых документов"
G_NO_LESSON | 4 | informatics | Game="Итоговый проект"
L_NO_GAME | 4 | informatics | Lesson="Информатика"
G_NO_LESSON | 4 | literature | Game="Русские народные сказки"
G_NO_LESSON | 4 | literature | Game="Волшебные сказки"
G_NO_LESSON | 4 | literature | Game="Бытовые сказки"
G_NO_LESSON | 4 | literature | Game="Сказки о животных"
G_NO_LESSON | 4 | literature | Game="Л.Н. Толстой"
G_NO_LESSON | 4 | literature | Game="Илья Муромец"
G_NO_LESSON | 4 | literature | Game="Добрыня Никитич"
G_NO_LESSON | 4 | literature | Game="Алёша Попович"
G_NO_LESSON | 4 | literature | Game="А.С. Пушкин"
L_NO_GAME | 4 | literature | Lesson="Литературное чтение"
G_NO_LESSON | 4 | math | Game="Класс единиц и класс тысяч"
G_NO_LESSON | 4 | math | Game="Чтение и запись многозначных чисел"
G_NO_LESSON | 4 | math | Game="Увеличение и уменьшение чисел"
G_NO_LESSON | 4 | math | Game="Сложение многозначных чисел"
G_NO_LESSON | 4 | math | Game="Вычитание многозначных чисел"
G_NO_LESSON | 4 | math | Game="Умножение на однозначное число"
G_NO_LESSON | 4 | math | Game="Деление на однозначное число"
G_NO_LESSON | 4 | math | Game="Умножение на числа с нулями"
G_NO_LESSON | 4 | math | Game="Деление на числа с нулями"
G_NO_LESSON | 4 | math | Game="Доли и дроби"
G_NO_LESSON | 4 | math | Game="Сравнение дробей"
G_NO_LESSON | 4 | math | Game="Сложение дробей"
G_NO_LESSON | 4 | math | Game="Вычитание дробей"
G_NO_LESSON | 4 | math | Game="Нахождение части числа"
G_NO_LESSON | 4 | math | Game="Нахождение числа по его части"
G_NO_LESSON | 4 | math | Game="Единицы площади"
G_NO_LESSON | 4 | math | Game="Геометрические тела"
G_NO_LESSON | 4 | math | Game="Единицы длины"
G_NO_LESSON | 4 | math | Game="Нумерация чисел от 1 до 1000"
G_NO_LESSON | 4 | math | Game="Геометрические фигуры"
G_NO_LESSON | 4 | math | Game="Площадь прямоугольника"
G_NO_LESSON | 4 | math | Game="Единицы массы"
G_NO_LESSON | 4 | math | Game="Единицы времени"
G_NO_LESSON | 4 | math | Game="Действия с величинами"
G_NO_LESSON | 4 | math | Game="Задачи на движение"
G_NO_LESSON | 4 | math | Game="Задачи на противоположное движение"
G_NO_LESSON | 4 | math | Game="Задачи на работу"
G_NO_LESSON | 4 | math | Game="Задачи на цену, количество, стоимость"
L_NO_GAME | 4 | math | Lesson="Математика"
G_NO_LESSON | 4 | music | Game="Нотная грамота"
G_NO_LESSON | 4 | music | Game="Тембр и регистр"
G_NO_LESSON | 4 | music | Game="М.И. Глинка"
G_NO_LESSON | 4 | music | Game="П.И. Чайковский"
G_NO_LESSON | 4 | music | Game="Н.А. Римский-Корсаков"
G_NO_LESSON | 4 | music | Game="С.С. Прокофьев"
G_NO_LESSON | 4 | music | Game="Опера и балет"
G_NO_LESSON | 4 | music | Game="Концерт и симфония"
G_NO_LESSON | 4 | music | Game="Песня и романс"
G_NO_LESSON | 4 | music | Game="Русские народные инструменты"
G_NO_LESSON | 4 | music | Game="Русские народные песни"
G_NO_LESSON | 4 | nature | Game="Климат"
G_NO_LESSON | 4 | nature | Game="Тёплые и холодные зоны"
G_NO_LESSON | 4 | nature | Game="Сезоны года"
G_NO_LESSON | 4 | nature | Game="Климат и жизнь"
G_NO_LESSON | 4 | nature | Game="Бактерии"
G_NO_LESSON | 4 | nature | Game="Грибы"
G_NO_LESSON | 4 | nature | Game="Растения"
G_NO_LESSON | 4 | nature | Game="Животные"
G_NO_LESSON | 4 | nature | Game="Экосистема"
G_NO_LESSON | 4 | nature | Game="Лес как экосистема"
G_NO_LESSON | 4 | nature | Game="Водоём как экосистема"
G_NO_LESSON | 4 | nature | Game="Экологические проблемы"
L_NO_GAME | 4 | nature | Lesson="Природоведение"
G_NO_LESSON | 4 | pe | Game="Строевые упражнения"
G_NO_LESSON | 4 | pe | Game="Гимнастические упражнения"
G_NO_LESSON | 4 | pe | Game="Упражнения с предметами"
G_NO_LESSON | 4 | pe | Game="Бег и ходьба"
G_NO_LESSON | 4 | pe | Game="Прыжки"
G_NO_LESSON | 4 | pe | Game="Метание"
G_NO_LESSON | 4 | pe | Game="Футбол"
G_NO_LESSON | 4 | pe | Game="Баскетбол"
G_NO_LESSON | 4 | pe | Game="Волейбол"
G_NO_LESSON | 4 | pe | Game="Лыжная подготовка"
G_NO_LESSON | 4 | pe | Game="Катание на коньках"
G_NO_LESSON | 4 | pe | Game="Подвижные игры зимой"
L_NO_GAME | 4 | pe | Lesson="Физическая культура"
G_NO_LESSON | 4 | projects | Game="Выбор темы исследования"
G_NO_LESSON | 4 | projects | Game="Сбор информации"
G_NO_LESSON | 4 | projects | Game="Методы исследования"
G_NO_LESSON | 4 | projects | Game="Анализ и выводы"
G_NO_LESSON | 4 | projects | Game="Проектирование макета"
G_NO_LESSON | 4 | projects | Game="Работа с материалами"
G_NO_LESSON | 4 | projects | Game="Сборка и отделка макета"
G_NO_LESSON | 4 | projects | Game="Макеты природных объектов"
G_NO_LESSON | 4 | projects | Game="Структура презентации"
G_NO_LESSON | 4 | projects | Game="Создание слайдов"
G_NO_LESSON | 4 | projects | Game="Выступление перед аудиторией"
G_NO_LESSON | 4 | projects | Game="Классная конференция"
L_NO_GAME | 4 | projects | Lesson="Проектная деятельность"
G_NO_LESSON | 4 | religion | Game="Что такое религия"
G_NO_LESSON | 4 | religion | Game="Православие в России"
G_NO_LESSON | 4 | religion | Game="Ислам и другие религии"
G_NO_LESSON | 4 | religion | Game="Священные книги"
G_NO_LESSON | 4 | religion | Game="Православный храм"
G_NO_LESSON | 4 | religion | Game="Молитва и богослужение"
G_NO_LESSON | 4 | religion | Game="Православные праздники"
G_NO_LESSON | 4 | religion | Game="Пост и традиции"
G_NO_LESSON | 4 | religion | Game="Добро и зло"
G_NO_LESSON | 4 | religion | Game="Десять заповедей"
G_NO_LESSON | 4 | religion | Game="Милосердие и помощь"
G_NO_LESSON | 4 | religion | Game="Семья и традиции"
L_NO_GAME | 4 | religion | Lesson="Основы религиозных культур"
G_NO_LESSON | 4 | russian | Game="Предложение"
G_NO_LESSON | 4 | russian | Game="Второстепенные члены"
G_NO_LESSON | 4 | russian | Game="Окончание слова"
G_NO_LESSON | 4 | russian | Game="Местоимение"
G_NO_LESSON | 4 | russian | Game="Разделительные Ь и Ъ"
G_NO_LESSON | 4 | russian | Game="Что такое предложение"
G_NO_LESSON | 4 | russian | Game="Главные члены предложения"
G_NO_LESSON | 4 | russian | Game="Корень слова"
G_NO_LESSON | 4 | russian | Game="Приставка и суффикс"
G_NO_LESSON | 4 | russian | Game="Имя существительное"
G_NO_LESSON | 4 | russian | Game="Имя прилагательное"
G_NO_LESSON | 4 | russian | Game="Глагол"
G_NO_LESSON | 4 | russian | Game="Безударные гласные в корне"
L_NO_GAME | 4 | russian | Lesson="Русский язык"
G_NO_LESSON | 4 | tech | Game="Свойства бумаги"
G_NO_LESSON | 4 | tech | Game="Разметка деталей"
G_NO_LESSON | 4 | tech | Game="Вырезание деталей"
G_NO_LESSON | 4 | tech | Game="Аппликация"
G_NO_LESSON | 4 | tech | Game="Свойства ткани"
G_NO_LESSON | 4 | tech | Game="Ручные швы"
G_NO_LESSON | 4 | tech | Game="Пришивание пуговиц"
G_NO_LESSON | 4 | tech | Game="Изготовление игрушки"
G_NO_LESSON | 4 | tech | Game="Оригами"
G_NO_LESSON | 4 | tech | Game="Модели из природного материала"
G_NO_LESSON | 4 | tech | Game="Технические модели"
G_NO_LESSON | 4 | tech | Game="Архитектурные модели"
G_NO_LESSON | 4 | tech | Game="Пластилин"
G_NO_LESSON | 4 | tech | Game="Солёное тесто"
G_NO_LESSON | 4 | tech | Game="Глина"
G_NO_LESSON | 4 | tech | Game="Проект «Подарок маме»"
G_NO_LESSON | 4 | tech | Game="Новогодняя игрушка"
G_NO_LESSON | 4 | tech | Game="Макет моей комнаты"
G_NO_LESSON | 4 | tech | Game="Поделка для школы"
G_NO_LESSON | 4 | tech | Game="Итоговая выставка"
L_NO_GAME | 4 | tech | Lesson="Технология"
G_NO_LESSON | 4 | world | Game="Арктика и тундра"
G_NO_LESSON | 4 | world | Game="Леса России"
G_NO_LESSON | 4 | world | Game="Степи и пустыни"
G_NO_LESSON | 4 | world | Game="Древние славяне"
G_NO_LESSON | 4 | world | Game="Крещение Руси"
G_NO_LESSON | 4 | world | Game="Великие князья Руси"
G_NO_LESSON | 4 | world | Game="Пищеварение"
G_NO_LESSON | 4 | world | Game="Дыхание"
G_NO_LESSON | 4 | world | Game="Кровообращение"
G_NO_LESSON | 4 | world | Game="Вода и воздух"
G_NO_LESSON | 4 | world | Game="Полезные ископаемые"
G_NO_LESSON | 4 | world | Game="Почва"
G_NO_LESSON | 4 | world | Game="Растения и животные"
G_NO_LESSON | 4 | world | Game="Красная книга и заповедники"
G_NO_LESSON | 4 | world | Game="Карта природных зон"
G_NO_LESSON | 4 | world | Game="Крещение Руси"
G_NO_LESSON | 4 | world | Game="Князья Руси"
G_NO_LESSON | 4 | world | Game="Строение тела человека"
G_NO_LESSON | 4 | world | Game="Заповедники России"
G_NO_LESSON | 4 | world | Game="Экологически чистый мир"
L_NO_GAME | 4 | world | Lesson="Окружающий мир"
G_NO_LESSON | 5 | art | Game="Виды искусства"
G_NO_LESSON | 5 | art | Game="Композиция и цвет"
G_NO_LESSON | 5 | art | Game="Народные промыслы"
L_NO_GAME | 5 | art | Lesson="Изобразительное искусство"
G_NO_LESSON | 5 | biology | Game="Строение клетки 🔬"
G_NO_LESSON | 5 | biology | Game="Бактерии и грибы 🍄"
G_NO_LESSON | 5 | biology | Game="Строение растений 🌿"
G_NO_LESSON | 5 | biology | Game="Животные 🦋"
G_NO_LESSON | 5 | biology | Game="Охрана природы 🌍"
G_NO_LESSON | 5 | biology | Game="Царства живой природы 🔬"
L_NO_GAME | 5 | biology | Lesson="Биология"
G_NO_LESSON | 5 | crafts | Game="Лепка из глины"
G_NO_LESSON | 5 | crafts | Game="Роспись по дереву"
G_NO_LESSON | 5 | crafts | Game="Бисероплетение"
G_NO_LESSON | 5 | crafts | Game="Народные промыслы России"
G_NO_LESSON | 5 | crafts | Game="Материалы и инструменты"
L_NO_GAME | 5 | crafts | Lesson="Художественные ремёсла"
G_NO_LESSON | 5 | digital | Game="Безопасность в сети"
G_NO_LESSON | 5 | digital | Game="Документы и презентации"
L_NO_GAME | 5 | digital | Lesson="Цифровая грамотность"
G_NO_LESSON | 5 | english | Game="Приветствие и знакомство"
G_NO_LESSON | 5 | english | Game="Семья и дом"
L_NO_GAME | 5 | english | Lesson="Иностранный язык"
L_NO_GAME | 5 | english | Lesson="Урок 1: Приветствие и прощание"
L_NO_GAME | 5 | english | Lesson="Урок 9: Члены семьи"
G_NO_LESSON | 5 | finance | Game="Семейный бюджет"
G_NO_LESSON | 5 | finance | Game="Сбережения"
L_NO_GAME | 5 | finance | Lesson="Финансовая грамотность"
G_NO_LESSON | 5 | geography | Game="План и карта"
G_NO_LESSON | 5 | geography | Game="Гидросфера"
G_NO_LESSON | 5 | geography | Game="Атмосфера и климат"
L_NO_GAME | 5 | geography | Lesson="География"
L_NO_GAME | 5 | geography | Lesson="Урок 5: Изображения земной поверхности"
L_NO_GAME | 5 | geography | Lesson="Урок 14: Мировой океан"
L_NO_GAME | 5 | geography | Lesson="Урок 17: Строение атмосферы"
G_NO_LESSON | 5 | history | Game="Древний Египет: Основы"
G_NO_LESSON | 5 | history | Game="Средние века"
G_NO_LESSON | 5 | history | Game="Великие люди истории"
G_NO_LESSON | 5 | history | Game="Раннее Средневековье: Переселение народов"
L_NO_GAME | 5 | history | Lesson="Урок 1: Древний Египет — цивилизация на Ниле"
L_NO_GAME | 5 | history | Lesson="Урок 5: Раннее Средневековье — Великое переселение народов"
L_NO_GAME | 5 | history | Lesson="Урок 6: Феодализм — рыцари и замки"
L_NO_GAME | 5 | history | Lesson="Урок 10: Образование Древнерусского государства"
L_NO_GAME | 5 | history | Lesson="Урок 13: Монгольское нашествие"
L_NO_GAME | 5 | history | Lesson="Урок 14: Русь и Орда"
G_NO_LESSON | 5 | informatics | Game="Текстовый редактор"
G_NO_LESSON | 5 | informatics | Game="Презентации"
G_NO_LESSON | 5 | informatics | Game="Файлы и папки"
G_NO_LESSON | 5 | informatics | Game="Безопасность в интернете"
L_NO_GAME | 5 | informatics | Lesson="Информатика"
G_NO_LESSON | 5 | literature | Game="Фольклор: пословицы и загадки"
G_NO_LESSON | 5 | literature | Game="Русские писатели XIX века"
L_NO_GAME | 5 | literature | Lesson="Урок 5: Малые жанры фольклора"
L_NO_GAME | 5 | literature | Lesson="Урок 8: «Повесть временных лет»"
L_NO_GAME | 5 | literature | Lesson="Урок 11: И.А. Крылов «Волк на псарне»"
L_NO_GAME | 5 | literature | Lesson="Урок 15: Д. Дефо «Робинзон Крузо»"
G_NO_LESSON | 5 | math | Game="Натуральные числа: Разряды"
G_NO_LESSON | 5 | math | Game="Сравнение чисел"
G_NO_LESSON | 5 | math | Game="Дроби: Основы"
G_NO_LESSON | 5 | math | Game="Сложение дробей"
G_NO_LESSON | 5 | math | Game="Единицы измерения"
G_NO_LESSON | 5 | math | Game="Периметр и площадь"
G_NO_LESSON | 5 | math | Game="Римские цифры"
L_NO_GAME | 5 | math | Lesson="Математика"
L_NO_GAME | 5 | math | Lesson="🔢 Урок 1: Ряд натуральных чисел"
L_NO_GAME | 5 | math | Lesson="🔤 Урок 2: Цифры и десятичная запись"
L_NO_GAME | 5 | math | Lesson="⚖️ Урок 3: Сравнение натуральных чисел"
L_NO_GAME | 5 | math | Lesson="🍰 Урок 8: Понятие дроби"
L_NO_GAME | 5 | math | Lesson="➕ Урок 11: Сложение и вычитание дробей"
L_NO_GAME | 5 | math | Lesson="📐 Урок 14: Угол. Виды углов"
L_NO_GAME | 5 | math | Lesson="⬜ Урок 16: Прямоугольник и квадрат"
L_NO_GAME | 5 | math | Lesson="📏 Урок 17: Единицы длины"
G_NO_LESSON | 5 | music | Game="Русские композиторы"
G_NO_LESSON | 5 | pe | Game="🏃 Физические качества"
G_NO_LESSON | 5 | pe | Game="⚽ Спортивные игры"
G_NO_LESSON | 5 | pe | Game="💪 Здоровый образ жизни"
L_NO_GAME | 5 | pe | Lesson="Физическая культура"
G_NO_LESSON | 5 | robotics | Game="Механизмы и роботы"
G_NO_LESSON | 5 | robotics | Game="Программирование роботов"
L_NO_GAME | 5 | robotics | Lesson="Робототехника"
G_NO_LESSON | 5 | russian | Game="Фонетика и графика"
G_NO_LESSON | 5 | russian | Game="Орфография"
G_NO_LESSON | 5 | russian | Game="Синтаксис"
L_NO_GAME | 5 | russian | Lesson="Русский язык"
L_NO_GAME | 5 | russian | Lesson="Урок 15: Безударные гласные в корне"
L_NO_GAME | 5 | russian | Lesson="Урок 19: Словосочетание"
G_NO_LESSON | 5 | safety | Game="Безопасность на дорогах"
G_NO_LESSON | 5 | safety | Game="Пожарная безопасность"
G_NO_LESSON | 5 | safety | Game="Безопасность в быту"
G_NO_LESSON | 5 | safety | Game="Первая помощь"
L_NO_GAME | 5 | safety | Lesson="ОБЖ"
G_NO_LESSON | 5 | tech | Game="Обработка древесины"
G_NO_LESSON | 5 | tech | Game="Обработка металла"
G_NO_LESSON | 5 | tech | Game="Кулинария"
L_NO_GAME | 5 | tech | Lesson="Технология"
G_NO_LESSON | 6 | art | Game="Виды искусства"
G_NO_LESSON | 6 | art | Game="Цвет и композиция"
L_NO_GAME | 6 | art | Lesson="Изобразительное искусство"
L_NO_GAME | 6 | art | Lesson="Живопись, графика, скульптура"
L_NO_GAME | 6 | art | Lesson="Цветовой круг"
G_NO_LESSON | 6 | biology | Game="Строение клетки"
G_NO_LESSON | 6 | biology | Game="Группы животных"
G_NO_LESSON | 6 | biology | Game="Цепи питания"
L_NO_GAME | 6 | biology | Lesson="Биология"
L_NO_GAME | 6 | biology | Lesson="Клетка"
L_NO_GAME | 6 | biology | Lesson="Беспозвоночные"
L_NO_GAME | 6 | biology | Lesson="Позвоночные"
G_NO_LESSON | 6 | chemistry | Game="Основы химии"
G_NO_LESSON | 6 | chemistry | Game="Элементы и формулы"
L_NO_GAME | 6 | chemistry | Lesson="Химия"
G_NO_LESSON | 6 | coding | Game="Блоки Scratch"
G_NO_LESSON | 6 | coding | Game="Переменные и условия"
G_NO_LESSON | 6 | coding | Game="Циклы и алгоритмы"
G_NO_LESSON | 6 | coding | Game="Создание игр"
G_NO_LESSON | 6 | crafts | Game="Народные промыслы"
G_NO_LESSON | 6 | crafts | Game="Техники ремёсел"
L_NO_GAME | 6 | crafts | Lesson="Художественные ремёсла"
G_NO_LESSON | 6 | ecology | Game="Загрязнение окружающей среды"
G_NO_LESSON | 6 | ecology | Game="Устойчивое развитие"
G_NO_LESSON | 6 | ecology | Game="Энергосбережение"
G_NO_LESSON | 6 | english | Game="Family and Appearance"
G_NO_LESSON | 6 | english | Game="Time and Routine"
G_NO_LESSON | 6 | english | Game="Hobbies and Abilities"
G_NO_LESSON | 6 | english | Game="Travelling"
L_NO_GAME | 6 | english | Lesson="Иностранный язык"
L_NO_GAME | 6 | english | Lesson="Family Members"
L_NO_GAME | 6 | english | Lesson="Time and Daily Activities"
L_NO_GAME | 6 | english | Lesson="Can / Can't for Abilities"
L_NO_GAME | 6 | english | Lesson="At the Airport"
G_NO_LESSON | 6 | geography | Game="Земля как планета"
G_NO_LESSON | 6 | geography | Game="Гидросфера и атмосфера"
L_NO_GAME | 6 | geography | Lesson="География"
L_NO_GAME | 6 | geography | Lesson="Форма и размеры Земли"
L_NO_GAME | 6 | geography | Lesson="Строение атмосферы"
G_NO_LESSON | 6 | history | Game="Русь в IX-XIII веках"
G_NO_LESSON | 6 | history | Game="Монгольское нашествие"
G_NO_LESSON | 6 | history | Game="Московское государство"
L_NO_GAME | 6 | history | Lesson="История"
L_NO_GAME | 6 | history | Lesson="Древняя Русь: политическое устройство"
L_NO_GAME | 6 | history | Lesson="Монгольское завоевание"
L_NO_GAME | 6 | history | Lesson="Возвышение Москвы"
G_NO_LESSON | 6 | informatics | Game="Алгоритмы и блок-схемы"
G_NO_LESSON | 6 | informatics | Game="Горячие клавиши"
G_NO_LESSON | 6 | informatics | Game="Компьютерная графика"
G_NO_LESSON | 6 | literature | Game="Русский фольклор"
G_NO_LESSON | 6 | literature | Game="Русская классика"
L_NO_GAME | 6 | literature | Lesson="Былины — русский героический эпос"
L_NO_GAME | 6 | literature | Lesson="А.С. Пушкин. Стихотворения"
L_NO_GAME | 6 | literature | Lesson="М. Твен. «Приключения Тома Сойера»"
L_NO_GAME | 6 | math | Lesson="Математика"
L_NO_GAME | 6 | math | Lesson="Делители и кратные"
L_NO_GAME | 6 | math | Lesson="НОД и НОК"
L_NO_GAME | 6 | math | Lesson="Основное свойство дроби"
L_NO_GAME | 6 | math | Lesson="Умножение и деление дробей"
L_NO_GAME | 6 | math | Lesson="Отношения"
L_NO_GAME | 6 | math | Lesson="Сложение и вычитание отрицательных чисел"
L_NO_GAME | 6 | math | Lesson="Координатная плоскость"
L_NO_GAME | 6 | music | Lesson="Классификация инструментов"
L_NO_GAME | 6 | music | Lesson="П.И. Чайковский"
G_NO_LESSON | 6 | pe | Game="Физические качества"
G_NO_LESSON | 6 | pe | Game="Спортивные игры"
L_NO_GAME | 6 | pe | Lesson="Физическая культура"
L_NO_GAME | 6 | pe | Lesson="Развитие физических качеств"
L_NO_GAME | 6 | pe | Lesson="Баскетбол"
G_NO_LESSON | 6 | physics | Game="Движение и скорость"
G_NO_LESSON | 6 | physics | Game="Силы"
G_NO_LESSON | 6 | physics | Game="Простые механизмы"
L_NO_GAME | 6 | physics | Lesson="Физика"
G_NO_LESSON | 6 | robotics | Game="Механические передачи"
G_NO_LESSON | 6 | robotics | Game="Датчики и двигатели"
G_NO_LESSON | 6 | robotics | Game="Создание робота"
G_NO_LESSON | 6 | russian | Game="Лексика и фразеология"
G_NO_LESSON | 6 | russian | Game="Словообразование"
L_NO_GAME | 6 | russian | Lesson="Русский язык"
L_NO_GAME | 6 | russian | Lesson="Склонение имён существительных"
L_NO_GAME | 6 | russian | Lesson="Правописание падежных окончаний"
G_NO_LESSON | 6 | safety | Game="Безопасность на дорогах"
G_NO_LESSON | 6 | safety | Game="Пожарная безопасность"
G_NO_LESSON | 6 | safety | Game="Безопасность в быту"
G_NO_LESSON | 6 | safety | Game="Экстремальные ситуации"
L_NO_GAME | 6 | safety | Lesson="ОБЖ"
L_NO_GAME | 6 | safety | Lesson="Правила дорожного движения для пешеходов"
L_NO_GAME | 6 | safety | Lesson="Причины пожаров"
L_NO_GAME | 6 | safety | Lesson="Электробезопасность"
L_NO_GAME | 6 | safety | Lesson="Действия в чрезвычайных ситуациях"
G_NO_LESSON | 6 | social | Game="Социальные институты"
G_NO_LESSON | 6 | social | Game="Государство Россия"
G_NO_LESSON | 6 | social | Game="Права и обязанности"
G_NO_LESSON | 6 | tech | Game="Обработка материалов"
G_NO_LESSON | 6 | tech | Game="Кулинария"
G_NO_LESSON | 6 | tech | Game="Проектная деятельность"
L_NO_GAME | 6 | tech | Lesson="Технология"
L_NO_GAME | 6 | tech | Lesson="Инструменты для обработки металла"
L_NO_GAME | 6 | tech | Lesson="Бутерброды и горячие напитки"
L_NO_GAME | 6 | tech | Lesson="Творческий проект"
G_NO_LESSON | 7 | algebra | Game="Уравнения: Найди корень"
G_NO_LESSON | 7 | algebra | Game="Степени: Вычисления"
G_NO_LESSON | 7 | algebra | Game="Свойства степеней"
L_NO_GAME | 7 | algebra | Lesson="Алгебра"
L_NO_GAME | 7 | algebra | Lesson="Линейные уравнения"
L_NO_GAME | 7 | algebra | Lesson="Степень и её свойства"
L_NO_GAME | 7 | algebra | Lesson="Степень с нулевым показателем"
G_NO_LESSON | 7 | art | Game="Виды искусства"
G_NO_LESSON | 7 | art | Game="Жанры и художники"
G_NO_LESSON | 7 | art | Game="Русское искусство"
G_NO_LESSON | 7 | art | Game="Современное искусство"
L_NO_GAME | 7 | art | Lesson="Изобразительное искусство"
L_NO_GAME | 7 | art | Lesson="Живопись, графика, скульптура"
L_NO_GAME | 7 | art | Lesson="Портрет, пейзаж, натюрморт"
L_NO_GAME | 7 | art | Lesson="Передвижники"
L_NO_GAME | 7 | art | Lesson="Направления XX-XXI века"
G_NO_LESSON | 7 | biology | Game="Бактерии и грибы"
G_NO_LESSON | 7 | biology | Game="Растения"
G_NO_LESSON | 7 | biology | Game="Строение цветковых растений"
L_NO_GAME | 7 | biology | Lesson="Биология"
L_NO_GAME | 7 | biology | Lesson="Строение и жизнедеятельность бактерий"
L_NO_GAME | 7 | biology | Lesson="Общая характеристика грибов"
L_NO_GAME | 7 | biology | Lesson="Мхи, папоротники, голосеменные"
G_NO_LESSON | 7 | chemistry | Game="Периодическая система"
G_NO_LESSON | 7 | chemistry | Game="Химические реакции"
G_NO_LESSON | 7 | chemistry | Game="Вещества"
G_NO_LESSON | 7 | chemistry | Game="Химическая связь"
L_NO_GAME | 7 | chemistry | Lesson="Химия"
L_NO_GAME | 7 | chemistry | Lesson="Периодический закон Д.И. Менделеева"
L_NO_GAME | 7 | chemistry | Lesson="Типы химической связи"
L_NO_GAME | 7 | chemistry | Lesson="Типы химических реакций"
L_NO_GAME | 7 | chemistry | Lesson="Кислоты и основания"
G_NO_LESSON | 7 | coding | Game="Основы Python"
G_NO_LESSON | 7 | coding | Game="Переменные и функции"
G_NO_LESSON | 7 | coding | Game="Циклы"
G_NO_LESSON | 7 | coding | Game="Условия и ветвления"
L_NO_GAME | 7 | coding | Lesson="Основы программирования"
G_NO_LESSON | 7 | ecology | Game="Экосистемы и пищевые цепи"
G_NO_LESSON | 7 | ecology | Game="Круговорот веществ"
G_NO_LESSON | 7 | ecology | Game="Экологические факторы"
G_NO_LESSON | 7 | english | Game="Daily Life"
G_NO_LESSON | 7 | english | Game="Travel and Environment"
G_NO_LESSON | 7 | english | Game="Travel and Tourism"
G_NO_LESSON | 7 | english | Game="Technology"
L_NO_GAME | 7 | english | Lesson="Иностранный язык"
G_NO_LESSON | 7 | geography | Game="Африка"
G_NO_LESSON | 7 | geography | Game="Население Земли"
L_NO_GAME | 7 | geography | Lesson="География"
G_NO_LESSON | 7 | geometry | Game="Начальные сведения"
G_NO_LESSON | 7 | geometry | Game="Параллельные прямые"
L_NO_GAME | 7 | geometry | Lesson="Геометрия"
G_NO_LESSON | 7 | history | Game="Московское государство"
G_NO_LESSON | 7 | history | Game="Смутное время"
G_NO_LESSON | 7 | history | Game="Объединение Руси"
G_NO_LESSON | 7 | history | Game="Россия в XVII веке"
L_NO_GAME | 7 | history | Lesson="История"
G_NO_LESSON | 7 | informatics | Game="Веб-разработка"
G_NO_LESSON | 7 | informatics | Game="Алгоритмы"
G_NO_LESSON | 7 | informatics | Game="Компьютерная графика"
L_NO_GAME | 7 | informatics | Lesson="Информатика"
G_NO_LESSON | 7 | literature | Game="Русская классика"
G_NO_LESSON | 7 | literature | Game="Устное народное творчество"
G_NO_LESSON | 7 | music | Game="Композиторы"
G_NO_LESSON | 7 | pe | Game="Физические качества"
G_NO_LESSON | 7 | pe | Game="Спортивные игры"
G_NO_LESSON | 7 | pe | Game="Гимнастика"
G_NO_LESSON | 7 | pe | Game="Лыжная подготовка"
L_NO_GAME | 7 | pe | Lesson="Физическая культура"
G_NO_LESSON | 7 | physics | Game="Физические величины"
G_NO_LESSON | 7 | physics | Game="Силы в природе"
L_NO_GAME | 7 | physics | Lesson="Физика"
G_NO_LESSON | 7 | robotics | Game="Основы робототехники"
G_NO_LESSON | 7 | robotics | Game="Датчики и сенсоры"
G_NO_LESSON | 7 | robotics | Game="Программирование Arduino"
G_NO_LESSON | 7 | russian | Game="Причастие и деепричастие"
G_NO_LESSON | 7 | russian | Game="Наречие: правила и usage"
L_NO_GAME | 7 | russian | Lesson="Русский язык"
L_NO_GAME | 7 | russian | Lesson="Правописание наречий"
G_NO_LESSON | 7 | safety | Game="Дорожная безопасность"
G_NO_LESSON | 7 | safety | Game="Пожарная безопасность"
G_NO_LESSON | 7 | safety | Game="Чрезвычайные ситуации"
L_NO_GAME | 7 | safety | Lesson="ОБЖ"
G_NO_LESSON | 7 | social | Game="Человек и общество"
G_NO_LESSON | 7 | social | Game="Политика и власть"
G_NO_LESSON | 7 | social | Game="Деятельность человека"
G_NO_LESSON | 7 | social | Game="Конфликты и общение"
L_NO_GAME | 7 | social | Lesson="Обществознание"
G_NO_LESSON | 7 | tech | Game="Материаловедение"
G_NO_LESSON | 7 | tech | Game="Технологии обработки"
